customer_id,recency,frequency,avg_order_value
12607.0,59,1,1579.51
12609.0,77,3,375.62
12610.0,22,5,419.91
12611.0,51,1,1193.32
12612.0,73,1,704.04
12613.0,56,5,668.88
12614.0,277,1,315.6
12615.0,1,4,572.8
12616.0,94,2,356.65
12617.0,28,1,355.53
12618.0,21,1,177.31
12619.0,15,9,404.58
12620.0,14,3,446.47
12621.0,1,20,684.48
12622.0,231,1,180.1
12623.0,275,1,305.1
12624.0,105,2,320.56
12625.0,211,2,1341.91
12626.0,22,9,735.61
12627.0,10,7,639.79
12628.0,3,3,262.15
12630.0,9,2,635.44
12631.0,56,1,640.5
12633.0,58,4,541.0
12635.0,89,2,844.59
12637.0,66,8,752.74
12638.0,32,1,671.69
12639.0,238,1,486.1
12640.0,23,3,391.53
12641.0,114,1,185.9
12642.0,24,3,337.75
12643.0,127,6,557.44
12644.0,129,1,477.91
12645.0,33,4,443.8
12646.0,4,2,673.48
12647.0,21,12,310.24
12648.0,154,1,318.05
12649.0,106,3,207.84
12650.0,2,1,314.44
12651.0,334,1,114.0
12652.0,330,1,919.98
12653.0,148,2,1104.92
12654.0,10,5,120.4
12656.0,16,5,810.23
12657.0,10,4,410.8
12658.0,18,1,686.05
12659.0,29,1,91.68
12660.0,10,1,245.1
12662.0,0,11,349.98
12664.0,7,9,542.43
12665.0,324,1,63.0
12667.0,57,1,620.13
12668.0,11,4,951.79
12669.0,150,3,914.68
12670.0,9,5,599.21
12672.0,329,1,225.9
12673.0,4,2,305.26
12674.0,38,4,492.65
12676.0,24,6,221.9
12678.0,41,12,1469.04
12679.0,58,4,278.26
12680.0,0,4,215.7
12681.0,14,22,626.71
12682.0,3,31,396.39
12683.0,3,15,565.1
12684.0,7,7,326.23
12685.0,27,6,477.18
12686.0,371,1,89.14
12688.0,113,1,4873.81
12689.0,25,2,623.8
12690.0,205,1,389.01
12691.0,27,6,172.63
12693.0,126,4,213.98
12694.0,69,2,434.84
12695.0,6,4,145.52
12697.0,28,3,319.2
12700.0,7,4,1235.0
12701.0,79,2,398.86
12702.0,19,1,219.0
12703.0,70,1,283.55
12704.0,6,8,292.6
12705.0,14,9,763.14
12707.0,291,1,603.42
12708.0,29,10,271.29
12709.0,14,15,649.1
12710.0,96,3,383.01
12712.0,28,13,338.16
12713.0,0,1,848.55
12714.0,8,5,941.77
12715.0,105,1,353.86
12716.0,3,2,526.74
12717.0,150,2,515.49
12718.0,70,1,238.25
12719.0,4,2,322.48
12720.0,2,25,231.27
12721.0,31,6,442.69
12722.0,84,4,249.41
12723.0,3,5,145.01
12724.0,4,4,257.85
12725.0,370,1,427.8
12726.0,27,7,372.73
12727.0,10,7,568.67
12728.0,70,4,209.08
12729.0,113,1,453.01
12731.0,23,12,1574.66
12732.0,179,1,236.26
12733.0,233,1,383.95
12734.0,352,1,110.4
12735.0,314,2,389.78
12736.0,332,1,234.0
12738.0,371,1,155.35
12739.0,77,2,506.52
12740.0,63,1,427.6
12743.0,133,2,273.21
12744.0,51,7,3039.9
12747.0,1,11,381.46
12748.0,0,210,160.57
12749.0,3,5,818.18
12750.0,128,1,275.88
12752.0,80,1,4366.78
12753.0,22,6,3571.56
12754.0,235,3,1003.58
12755.0,280,2,1905.98
12756.0,86,1,112.08
12757.0,15,13,604.39
12758.0,116,2,1395.8
12759.0,51,3,510.48
12762.0,7,2,949.26
12763.0,137,2,247.04
12764.0,316,1,1693.88
12766.0,3,7,998.52
12769.0,238,1,1143.6
12770.0,210,1,1351.45
12772.0,59,1,892.47
12775.0,16,5,277.21
12778.0,19,6,137.04
12779.0,37,8,497.67
12781.0,63,2,413.37
12782.0,4,5,466.18
12783.0,1,6,370.98
12784.0,8,2,287.21
12785.0,363,1,311.95
12787.0,9,3,154.55
12789.0,64,1,91.85
12790.0,191,1,324.92
12791.0,373,1,192.6
12792.0,256,1,400.54
12793.0,334,2,272.74
12794.0,52,2,430.2
12795.0,18,1,430.48
12797.0,365,1,254.03
12798.0,9,3,2325.68
12802.0,186,1,427.58
12808.0,36,3,161.22
12809.0,177,1,489.31
12811.0,260,3,171.62
12812.0,44,1,229.64
12814.0,101,1,125.92
12815.0,147,2,531.73
12816.0,95,2,286.1
12817.0,280,1,166.04
12818.0,261,1,1542.08
12820.0,2,4,235.58
12821.0,213,1,92.72
12822.0,70,2,474.44
12823.0,74,5,351.9
12824.0,59,1,397.12
12826.0,2,7,210.67
12827.0,5,3,143.38
12828.0,2,6,169.78
12829.0,336,2,146.5
12830.0,37,6,1135.77
12831.0,261,1,215.05
12832.0,31,2,191.52
12833.0,144,1,417.38
12834.0,282,1,312.38
12836.0,58,4,653.22
12837.0,172,1,134.1
12838.0,33,2,341.56
12839.0,2,14,399.39
12840.0,143,4,681.69
12841.0,4,25,160.89
12842.0,69,2,559.5
12843.0,65,8,212.78
12844.0,28,2,162.98
12845.0,266,4,88.52
12847.0,21,1,871.54
12849.0,30,2,525.44
12851.0,96,1,135.18
12852.0,294,1,311.55
12853.0,134,6,326.18
12854.0,78,3,441.5
12855.0,372,1,38.1
12856.0,7,6,363.32
12857.0,210,2,553.2
12863.0,51,1,521.2
12864.0,137,1,147.12
12865.0,25,2,784.12
12866.0,282,1,559.12
12867.0,25,7,576.69
12868.0,185,6,267.84
12871.0,83,2,190.32
12872.0,326,2,299.98
12873.0,281,1,374.0
12875.0,142,2,171.62
12876.0,57,2,1109.01
12877.0,3,12,127.98
12878.0,235,2,427.5
12879.0,44,3,191.07
12881.0,275,1,298.0
12882.0,8,2,731.52
12883.0,24,4,175.87
12884.0,87,1,309.05
12885.0,62,3,391.74
12886.0,67,2,689.2
12888.0,213,2,177.06
12890.0,23,1,380.47
12891.0,185,3,110.33
12893.0,30,1,188.14
12895.0,41,2,186.4
12897.0,204,2,108.25
12901.0,8,28,630.52
12902.0,264,1,138.68
12904.0,17,2,254.79
12906.0,11,5,583.96
12908.0,175,2,375.0
12909.0,39,5,435.73
12910.0,22,8,384.38
12912.0,2,5,332.46
12913.0,4,5,496.73
12915.0,148,2,181.82
12916.0,138,4,751.54
12917.0,127,1,594.0
12919.0,7,6,222.53
12920.0,16,1,164.23
12921.0,8,37,448.3
12922.0,160,1,405.38
12923.0,63,1,176.97
12924.0,87,4,233.42
12925.0,4,2,347.02
12928.0,34,5,412.54
12929.0,311,1,117.85
12930.0,77,2,207.9
12931.0,21,15,2803.73
12933.0,23,3,202.51
12935.0,1,7,308.67
12936.0,16,4,265.98
12937.0,14,4,376.07
12938.0,25,1,114.14
12939.0,63,8,1447.72
12940.0,54,2,456.77
12942.0,130,3,227.97
12944.0,35,2,302.26
12945.0,287,1,462.95
12947.0,143,6,267.33
12948.0,15,7,294.99
12949.0,30,8,520.9
12950.0,1,3,614.33
12951.0,8,6,177.34
12952.0,5,4,346.95
12953.0,9,1,329.85
12955.0,0,11,432.47
12956.0,305,1,108.07
12957.0,9,8,502.19
12962.0,6,2,133.2
12963.0,7,8,232.08
12965.0,88,1,771.91
12966.0,9,1,160.18
12967.0,357,2,830.45
12968.0,111,1,135.95
12970.0,6,4,113.06
12971.0,3,86,130.12
12974.0,197,1,144.8
12976.0,211,1,738.6
12977.0,155,1,39.24
12980.0,157,9,819.43
12981.0,29,2,186.11
12982.0,242,1,390.54
12984.0,18,1,97.5
12985.0,0,2,619.69
12987.0,73,2,279.35
12988.0,291,1,535.32
12989.0,2,15,461.61
12990.0,30,3,136.5
12991.0,22,2,251.88
12993.0,22,4,103.69
12994.0,3,3,324.81
12995.0,84,1,211.32
12997.0,21,4,306.72
12999.0,195,3,151.96
13000.0,106,3,178.28
13001.0,3,13,755.29
13002.0,317,1,120.95
13003.0,105,3,49.68
13004.0,11,18,314.22
13005.0,173,2,256.85
13006.0,55,1,81.57
13008.0,322,1,229.47
13011.0,371,1,50.55
13012.0,8,8,207.73
13013.0,0,13,370.07
13014.0,10,10,346.63
13015.0,52,5,669.26
13016.0,72,3,263.3
13017.0,6,1,204.0
13018.0,15,28,259.92
13021.0,3,9,290.71
13023.0,63,2,344.95
13026.0,0,5,195.07
13027.0,113,6,1152.0
13028.0,22,2,330.66
13029.0,30,3,415.83
13030.0,10,2,399.74
13032.0,51,2,505.09
13033.0,356,1,190.55
13034.0,54,2,321.38
13035.0,73,2,460.94
13037.0,137,3,293.69
13038.0,79,3,302.82
13040.0,8,2,338.5
13043.0,272,1,516.42
13044.0,290,1,560.47
13045.0,98,1,305.28
13046.0,30,2,314.65
13047.0,31,10,323.75
13048.0,13,4,458.98
13049.0,63,2,328.34
13050.0,14,17,343.34
13052.0,211,1,348.15
13055.0,77,3,404.8
13058.0,24,3,90.47
13059.0,249,1,183.4
13060.0,253,1,307.53
13061.0,71,1,248.61
13062.0,190,1,346.98
13064.0,12,4,279.87
13065.0,372,1,205.86
13066.0,23,2,235.4
13067.0,81,1,115.46
13068.0,9,2,172.0
13069.0,0,24,184.84
13070.0,191,1,228.8
13072.0,266,1,177.15
13075.0,129,1,919.61
13077.0,0,4,182.32
13078.0,2,26,485.69
13079.0,3,5,44.02
13080.0,178,1,58.08
13081.0,11,11,2576.13
13082.0,125,9,401.51
13083.0,3,2,151.88
13085.0,157,2,208.04
13089.0,2,97,606.45
13090.0,8,14,636.49
13091.0,27,1,345.82
13092.0,70,5,95.57
13093.0,275,8,979.06
13094.0,20,12,160.61
13095.0,70,1,74.4
13097.0,32,10,601.04
13098.0,0,28,1031.52
13099.0,98,1,207.36
13101.0,233,1,101.19
13102.0,0,24,267.67
13103.0,39,1,243.94
13104.0,2,6,183.08
13106.0,132,1,76.5
13107.0,43,4,382.9
13108.0,372,1,350.06
13109.0,59,2,393.27
13110.0,30,7,212.67
13113.0,0,24,510.25
13115.0,11,4,573.7
13116.0,137,1,501.14
13117.0,21,8,123.11
13118.0,19,5,239.56
13120.0,238,1,30.6
13121.0,268,1,283.73
13122.0,93,2,461.2
13124.0,89,3,1288.78
13126.0,4,8,262.46
13127.0,77,1,259.17
13130.0,93,1,64.0
13131.0,22,3,357.77
13132.0,261,1,77.3
13133.0,273,2,54.9
13134.0,85,4,448.4
13135.0,196,1,3096.0
13136.0,55,5,521.52
13137.0,10,8,456.3
13138.0,21,6,160.4
13139.0,15,7,723.56
13140.0,107,3,141.24
13141.0,84,5,477.75
13142.0,18,1,307.09
13144.0,332,1,110.95
13145.0,39,4,154.63
13146.0,25,1,228.91
13147.0,9,4,178.2
13148.0,28,12,308.93
13149.0,13,4,419.02
13151.0,295,1,1257.87
13153.0,5,1,486.22
13155.0,32,4,242.94
13157.0,48,4,435.3
13158.0,94,4,300.26
13159.0,8,4,359.46
13160.0,21,1,91.8
13161.0,312,1,112.75
13162.0,121,4,422.07
13165.0,45,2,510.74
13166.0,282,1,417.2
13167.0,18,4,197.83
13168.0,35,4,329.8
13169.0,63,2,356.44
13170.0,26,1,116.01
13171.0,21,3,156.14
13173.0,3,2,176.82
13174.0,15,3,939.01
13176.0,45,1,492.84
13177.0,64,1,282.45
13178.0,25,11,520.5
13182.0,44,1,121.18
13183.0,7,9,439.75
13184.0,14,10,170.13
13185.0,267,1,71.4
13186.0,39,3,525.3
13187.0,336,1,236.02
13188.0,10,1,114.6
13189.0,18,2,130.34
13192.0,94,2,455.97
13193.0,60,1,117.88
13194.0,135,1,60.7
13196.0,10,4,449.44
13198.0,9,6,566.87
13199.0,3,38,258.35
13200.0,18,4,217.52
13203.0,9,4,217.36
13207.0,14,2,125.13
13208.0,58,6,203.98
13209.0,29,8,736.45
13210.0,93,1,353.48
13211.0,9,3,399.14
13212.0,19,3,262.69
13213.0,56,5,304.12
13216.0,267,1,333.74
13217.0,121,3,177.99
13218.0,126,1,62.64
13220.0,77,4,204.82
13221.0,239,2,423.7
13223.0,199,2,81.6
13224.0,59,2,1077.97
13225.0,2,7,923.41
13226.0,272,1,108.21
13227.0,201,1,257.7
13228.0,80,1,358.0
13229.0,225,1,160.95
13230.0,3,14,200.5
13232.0,12,7,193.94
13233.0,73,2,302.56
13235.0,211,1,1031.07
13236.0,24,2,372.42
13238.0,16,4,175.18
13239.0,261,1,329.56
13240.0,95,4,165.91
13242.0,111,3,90.13
13243.0,202,1,600.07
13244.0,92,1,121.74
13245.0,50,1,430.5
13246.0,17,6,331.22
13247.0,17,4,125.28
13248.0,124,2,232.84
13249.0,91,3,237.14
13253.0,156,2,515.2
13255.0,8,2,199.76
13256.0,13,1,0.0
13258.0,11,3,232.86
13259.0,61,1,292.32
13260.0,60,1,557.62
13261.0,268,2,472.05
13262.0,262,1,200.29
13263.0,0,35,212.97
13265.0,52,5,421.53
13266.0,10,12,319.52
13267.0,2,19,237.97
13268.0,17,11,292.24
13269.0,0,15,356.42
13270.0,365,1,590.0
13271.0,36,1,217.38
13272.0,30,2,138.28
13273.0,112,1,138.98
13276.0,63,2,295.47
13277.0,15,4,64.6
13278.0,40,1,542.73
13279.0,77,1,137.75
13280.0,121,3,271.62
13282.0,17,3,377.38
13283.0,59,2,46.83
13284.0,330,1,201.19
13285.0,22,4,677.28
13291.0,155,1,361.11
13292.0,38,2,289.47
13294.0,189,2,436.87
13295.0,359,1,201.2
13296.0,136,1,87.4
13297.0,7,4,522.46
13298.0,0,1,360.0
13299.0,267,1,142.5
13300.0,168,1,371.89
13301.0,103,4,154.52
13302.0,154,1,63.75
13304.0,350,1,300.42
13305.0,3,10,200.09
13307.0,119,1,15.0
13308.0,22,3,461.84
13309.0,6,5,291.36
13310.0,27,3,377.34
13311.0,3,2,299.29
13313.0,21,5,311.06
13314.0,1,3,258.65
13316.0,36,4,1494.43
13317.0,65,6,378.95
13318.0,0,3,213.59
13319.0,4,26,417.14
13320.0,77,4,387.18
13321.0,71,2,283.68
13322.0,16,1,199.48
13323.0,2,5,157.57
13324.0,35,10,712.2
13325.0,81,1,675.3
13327.0,38,8,453.47
13328.0,315,1,1308.48
13329.0,31,2,394.5
13330.0,92,3,380.31
13332.0,13,1,350.9
13334.0,81,3,1178.94
13336.0,76,1,795.12
13338.0,157,1,487.02
13339.0,200,1,860.12
13340.0,44,7,1533.78
13341.0,260,1,775.85
13343.0,177,1,353.43
13344.0,67,3,847.91
13345.0,287,1,389.5
13347.0,69,1,341.36
13348.0,63,1,233.76
13349.0,10,1,247.32
13350.0,15,2,489.56
13351.0,65,1,373.94
13352.0,59,1,397.98
13354.0,70,1,743.53
13355.0,121,1,674.7
13356.0,79,1,768.24
13357.0,256,1,609.95
13358.0,268,1,439.03
13359.0,63,1,439.56
13362.0,8,4,772.68
13363.0,17,2,496.25
13364.0,70,1,134.96
13365.0,33,2,1112.68
13366.0,49,1,56.16
13368.0,256,2,311.7
13369.0,365,1,308.28
13370.0,371,1,754.87
13372.0,89,1,378.64
13373.0,60,3,1104.08
13375.0,88,1,778.65
13376.0,98,3,339.92
13379.0,25,3,190.85
13381.0,31,6,606.55
13382.0,280,1,222.99
13384.0,30,7,593.13
13385.0,329,1,534.57
13388.0,130,2,338.55
13389.0,10,3,265.99
13390.0,74,1,544.08
13391.0,203,1,59.8
13394.0,1,8,315.0
13395.0,184,1,307.72
13396.0,28,2,680.5
13397.0,72,5,308.83
13398.0,191,1,457.34
13402.0,126,2,310.62
13403.0,17,1,75.0
13404.0,0,2,126.24
13405.0,73,3,190.82
13408.0,1,62,453.5
13410.0,23,5,200.61
13411.0,106,1,213.55
13414.0,133,3,463.5
13416.0,43,2,356.25
13417.0,4,2,320.42
13418.0,11,18,340.41
13419.0,63,1,221.06
13420.0,149,2,79.92
13421.0,39,2,925.54
13422.0,63,1,2626.3
13425.0,107,3,541.4
13426.0,0,10,364.13
13427.0,18,3,194.2
13428.0,9,1,218.47
13429.0,10,4,251.7
13430.0,18,2,339.72
13431.0,66,2,634.55
13434.0,73,2,267.12
13435.0,4,7,544.27
13436.0,1,1,196.89
13437.0,13,7,486.87
13439.0,254,1,283.71
13441.0,91,1,296.64
13447.0,22,3,376.38
13448.0,16,6,589.9
13449.0,23,1,291.88
13450.0,26,6,340.62
13451.0,25,5,595.23
13452.0,258,2,295.0
13453.0,165,2,178.49
13455.0,24,2,529.17
13456.0,17,6,294.45
13458.0,6,14,689.04
13460.0,28,2,91.72
13461.0,38,3,481.67
13462.0,252,1,151.5
13464.0,57,1,674.68
13466.0,183,1,307.9
13467.0,10,2,541.86
13468.0,1,37,154.19
13470.0,98,2,82.5
13471.0,0,4,632.9
13473.0,60,2,211.32
13474.0,235,1,229.59
13475.0,190,4,357.94
13476.0,178,2,619.24
13477.0,37,6,242.43
13479.0,200,2,150.48
13481.0,45,5,360.91
13482.0,231,1,184.64
13483.0,65,1,140.34
13484.0,240,1,313.8
13485.0,232,1,454.24
13486.0,77,3,374.14
13487.0,57,3,191.8
13488.0,16,13,689.87
13489.0,104,4,112.38
13491.0,51,10,121.58
13492.0,135,3,423.28
13493.0,274,2,309.32
13494.0,311,1,316.26
13495.0,7,5,408.97
13496.0,10,2,326.67
13497.0,282,2,174.02
13499.0,17,5,231.82
13500.0,22,3,388.92
13501.0,287,1,1340.32
13502.0,16,3,97.33
13503.0,70,1,216.85
13504.0,63,1,295.93
13505.0,72,4,1098.41
13506.0,315,2,229.26
13507.0,2,4,619.79
13508.0,243,1,110.97
13509.0,8,7,139.96
13510.0,0,4,447.89
13512.0,260,1,251.21
13513.0,126,1,205.1
13514.0,73,1,152.2
13515.0,72,4,222.78
13516.0,20,3,463.14
13517.0,59,3,709.47
13518.0,85,1,659.44
13519.0,77,1,122.75
13520.0,58,6,604.06
13521.0,0,3,364.55
13522.0,29,1,125.8
13523.0,32,5,792.98
13524.0,40,5,136.04
13525.0,14,2,314.39
13527.0,33,7,326.79
13529.0,78,2,153.88
13531.0,204,2,241.9
13532.0,33,1,210.31
13533.0,182,3,90.26
13534.0,1,25,234.8
13536.0,0,7,492.61
13538.0,42,7,182.98
13539.0,85,3,210.45
13544.0,39,2,145.71
13546.0,11,3,209.0
13548.0,95,2,341.2
13549.0,25,7,131.17
13551.0,318,1,91.8
13552.0,65,12,311.67
13555.0,73,4,1037.32
13557.0,27,2,292.03
13558.0,5,4,151.26
13560.0,6,1,174.37
13561.0,215,1,141.86
13562.0,81,3,599.78
13563.0,83,2,388.76
13564.0,143,3,583.01
13565.0,18,2,120.11
13566.0,40,2,437.36
13568.0,172,1,192.85
13569.0,16,2,186.88
13570.0,242,1,239.49
13571.0,12,12,174.36
13572.0,205,1,1384.25
13573.0,49,2,147.2
13575.0,22,5,146.41
13576.0,9,18,373.19
13577.0,24,4,421.9
13579.0,14,2,233.52
13581.0,308,1,118.0
13583.0,155,1,781.03
13584.0,306,1,142.4
13587.0,63,1,712.4
13588.0,15,9,275.44
13589.0,14,2,189.82
13590.0,10,6,330.32
13591.0,64,3,372.38
13592.0,35,4,61.99
13593.0,107,5,407.42
13594.0,52,1,396.97
13596.0,5,2,348.52
13598.0,46,1,180.17
13599.0,0,21,245.41
13600.0,311,1,219.52
13601.0,44,2,346.66
13602.0,64,1,428.89
13603.0,25,1,164.34
13606.0,28,3,93.51
13607.0,39,1,678.01
13610.0,11,7,161.7
13611.0,88,3,390.6
13614.0,23,4,402.62
13615.0,318,1,417.69
13617.0,39,3,181.39
13618.0,173,1,177.34
13621.0,116,1,213.85
13623.0,30,5,149.56
13626.0,252,1,257.23
13627.0,58,5,327.69
13629.0,22,11,708.4
13630.0,4,7,290.25
13631.0,99,11,279.13
13632.0,24,5,424.25
13634.0,32,5,315.03
13635.0,67,1,1071.03
13636.0,36,5,189.82
13637.0,51,3,270.17
13638.0,15,1,122.64
13639.0,73,1,1033.34
13642.0,215,1,354.8
13643.0,30,3,173.15
13644.0,15,4,656.06
13645.0,119,1,252.1
13647.0,9,4,419.53
13649.0,256,2,173.3
13650.0,16,6,306.06
13651.0,34,2,47.1
13652.0,45,3,365.03
13654.0,42,6,451.22
13655.0,113,2,466.48
13656.0,164,2,189.82
13657.0,10,2,191.07
13658.0,9,5,527.83
13659.0,205,2,786.6
13662.0,85,3,299.25
13663.0,178,1,189.47
13666.0,59,3,28.22
13667.0,148,1,305.02
13668.0,2,21,303.03
13669.0,50,2,109.28
13670.0,74,1,349.7
13672.0,300,2,93.2
13673.0,18,2,198.46
13675.0,150,2,243.41
13678.0,151,1,232.6
13680.0,0,4,930.6
13681.0,17,4,206.96
13682.0,186,1,59.5
13684.0,285,1,67.23
13685.0,2,7,445.63
13686.0,182,1,72.0
13689.0,62,1,910.0
13690.0,58,1,172.25
13692.0,24,3,496.11
13694.0,3,50,1300.79
13695.0,30,15,166.94
13697.0,38,1,151.3
13699.0,154,1,308.58
13700.0,25,10,226.51
13703.0,317,1,99.5
13704.0,4,9,256.45
13705.0,7,3,237.29
13706.0,302,1,330.79
13707.0,266,2,403.2
13708.0,270,1,296.88
13709.0,3,13,486.77
13710.0,31,1,180.48
13711.0,218,2,126.03
13712.0,246,1,228.84
13715.0,280,5,215.87
13716.0,268,1,138.28
13717.0,31,6,240.84
13718.0,245,2,153.28
13719.0,14,5,208.34
13720.0,116,4,199.98
13721.0,35,1,524.14
13722.0,131,3,791.8
13723.0,216,1,199.85
13725.0,49,8,247.57
13726.0,38,2,539.83
13727.0,28,2,166.74
13728.0,36,6,169.36
13730.0,135,2,376.3
13731.0,218,2,305.3
13732.0,27,1,491.86
13735.0,24,4,721.31
13736.0,4,2,365.95
13737.0,199,1,339.6
13739.0,17,1,216.9
13740.0,240,1,350.75
13741.0,71,3,222.81
13742.0,16,12,260.92
13743.0,2,7,191.66
13744.0,94,2,578.18
13745.0,161,1,300.04
13747.0,373,1,79.6
13748.0,95,5,189.65
13750.0,53,5,329.45
13751.0,287,1,296.25
13752.0,123,6,197.71
13753.0,287,1,741.26
13754.0,151,2,141.3
13755.0,3,9,240.15
13756.0,1,14,370.68
13758.0,11,7,455.79
13759.0,32,2,329.71
13760.0,53,2,143.4
13761.0,49,2,535.33
13762.0,218,1,306.72
13763.0,62,1,1714.96
13764.0,70,3,507.25
13767.0,1,37,465.42
13769.0,1,10,279.65
13771.0,63,4,658.61
13772.0,33,3,377.38
13774.0,81,1,345.0
13777.0,0,33,787.19
13778.0,102,1,178.7
13780.0,6,2,180.0
13781.0,250,1,127.84
13782.0,12,6,152.0
13784.0,9,11,223.89
13786.0,366,1,230.4
13787.0,75,2,154.52
